,smiles,amount,price,lead_time
0,C#Cc1cc(N)ccc1F,2,7.74,20.0
1,Cc1oc(S(=O)(=O)N2CCOCC2)cc1C(=O)O,107,59.17,14.1
2,CS(=O)(=O)CCC(N)c1nc(-c2ccccn2)no1,8,60.36,17.0
3,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,4,9.82,16.7
4,Nc1cc(F)cc(F)c1N,6,6.5,30.0
5,O=S(=O)(Cl)c1cccc2cccnc12,24,5.53,20.0
6,Nc1ccc(Oc2cccc(F)c2)c(Cl)c1,2,28.77,25.9
7,Nc1ccc(F)c2cn[nH]c12,5,30.94,20.0
8,Cc1oc(S(=O)(=O)N(C)C)cc1C(=O)O,121,78.42,33.8
9,FC1CNC(c2nc(-c3ccccn3)no2)C1,5,125.53,26.0
10,CC(=O)Nc1cc(C(=O)O)cc(NC(C)=O)c1C,4,30.92,9.7
11,Nc1c(Br)cc(F)c(Br)c1N,5,56.36,20.0
12,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)O,111,89.41,20.1
13,Cc1cc(N)ccc1Oc1ccc(N)cc1,1,38.29,22.0
14,Nc1ccc(F)c(CO)c1,1,22.93,31.0
15,CC(=O)c1cc(N)ccc1F,3,16.9,30.0
16,Nc1c(Br)cc(F)cc1I,3,28.83,31.0
17,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)O,111,69.93,23.9
18,Nc1cc(F)c(F)c(F)c1N,5,27.63,20.0
19,CC(C)c1cc(F)ccc1N,2,8.84,20.0
20,Nc1cc(F)c(F)cc1N,6,5.2,30.0
21,Nc1c(Br)cc(F)c(F)c1F,2,9.1,30.0
22,Nc1ccc(Oc2ccccc2)c(F)c1,1,23.76,26.0
23,Cc1cc(N)cc(C)c1F,2,13.26,20.0
24,c1ccc2c(c1)-c1ccccc1C2N1CCNCC1,18,57.09,15.4
25,Cc1c(C(=O)O)sc2c(Cl)cccc12,1,48.62,20.0
26,CNc1ccc(F)cc1N,6,26.0,11.0
27,Cc1c(F)ccc(N)c1N,3,68.9,30.0
28,Nc1ccc(F)cc1,2,18.81,12.2
29,NNc1ccc(F)cc1Cl,3,5.53,20.0
30,Cc1c(N)ccc(F)c1C,4,59.28,24.0
31,Nc1c(Br)cc(F)c(Cl)c1Br,3,20.18,12.2
32,Nc1ccc(F)cc1O,2,11.7,30.0
33,Cc1ccc(C(=O)O)cc1C#N,1,38.29,22.0
34,COc1ccc2cc(C(=O)NCC(c3cc4ccccc4o3)N(C)C)[nH]c2c1,21,106.08,26.0
35,Nc1ccc(F)c(I)c1F,4,33.15,20.0
36,Cc1c(F)ccc(N)c1F,3,20.8,30.0
37,Nc1ccc(Oc2cccc(Cl)c2)c(Cl)c1,1,78.0,16.0
38,COc1cc([N+](=O)[O-])c(N)cc1F,3,50.7,30.0
39,CC(N)c1nc(-c2ccccn2)no1,10,32.5,21.0
40,CC(=O)Nc1cc(NC(C)=O)c([N+](=O)[O-])c(C(=O)O)c1,4,30.92,9.7
41,O=C(O)c1sc2ccccc2c1Cl,1,30.79,17.0
42,CNc1cc(F)cc(Br)c1N,5,81.77,20.0
43,Nc1ccc(F)cc1C=O,1,70.72,20.0
44,Nc1cc(Br)c(F)cc1C(=O)O,2,6.63,20.0
45,COc1cc(N)c(Cl)cc1F,2,26.49,31.0
46,Cc1c(C(=O)O)sc2cccc(Cl)c12,1,44.2,20.0
47,Cc1cc(N)c(Cl)cc1F,2,5.53,20.0
48,CNc1ccc(F)cc1Br,1,17.68,20.0
49,Nc1ccc(F)cc1Cl,2,6.5,30.0
50,Nc1ccc(F)cc1[N+](=O)[O-],3,11.99,14.4
51,N#Cc1cc(F)c(F)cc1N,3,48.88,24.0
52,Nc1c(F)cc(F)cc1S,1,64.15,26.0
53,N#Cc1cc(F)cc(F)c1N,2,7.8,30.0
54,COc1cc(F)cc(Br)c1N,2,26.49,31.0
55,Nc1ccc(F)c(B(O)O)c1,3,80.67,34.0
56,Nc1cc(N)c(Br)cc1F,7,65.0,11.0
57,N#Cc1cccc(C(=O)O)c1O,1,24.31,20.0
58,Nc1cc(F)cc(Br)c1N,4,22.1,30.0
59,CC(C)Nc1ccc(F)cc1,2,13.26,20.0
60,N#Cc1c(F)ccc(N)c1Br,3,83.98,20.0
61,CSCCC(N)c1nc(-c2ccccn2)no1,9,62.4,17.0
62,CCC(=O)Nc1cc(NC(=O)CC)cc(C(=O)O)c1,5,47.64,17.0
63,NCc1nc(-c2ccccn2)no1,10,32.5,21.0
64,O=C(O)c1cc(N2CCCC2=O)cc(N2CCCC2=O)c1,6,33.78,25.4
65,Cc1cc(F)c(F)cc1N,1,6.63,20.0
66,N#Cc1cc(F)cc(C(=O)O)c1,1,22.93,31.0
67,Nc1cc(F)c(F)c(F)c1F,2,5.53,20.0
68,CC(C)c1cc(F)cc(Br)c1N,2,26.0,30.0
69,CC(C)(C)C(=O)Nc1cc(NC(=O)C(C)(C)C)cc(C(=O)O)c1,3,41.48,17.0
70,N#Cc1cc(Cl)cc(C(=O)O)c1,1,50.7,30.0
71,NNc1ccc(F)c(F)c1,5,7.8,30.0
72,Nc1cc(F)c(F)c(F)c1,3,6.5,30.0
73,N#Cc1cc(N)ccc1F,2,5.2,30.0
74,Nc1cc(Br)c(F)cc1Br,2,18.2,30.0
75,Nc1ccc(F)cc1B(O)O,1,70.72,20.0
76,CNCc1nc(-c2ccccn2)no1,9,32.5,21.0
77,O=C(O)CCC(=O)Nc1cc(NC(=O)CCC(=O)O)cc(C(=O)O)c1,2,37.16,17.0
78,Cc1cc(C#N)cc(C(=O)O)c1,1,15.6,30.0
79,COc1cc(F)c([N+](=O)[O-])cc1N,4,5.53,20.0
80,Cc1cc(N)c(F)cc1F,2,26.49,31.0
81,O=C(O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12,2,26.49,31.0
82,O=S(=O)(Nc1nccs1)c1ccc(NCc2ccccc2O)cc1,1,30.79,17.0
83,Fc1ccc2c(c1)OCCN2,1,22.93,31.0
84,Nc1c(F)cc(F)c(F)c1N,7,67.41,20.0
85,O=C(O)c1cc(NC(=O)C2CC2)cc(NC(=O)C2CC2)c1,2,37.16,17.0
86,COc1cc(NN)ccc1F,6,6.63,20.0
87,Nc1cc(C(F)(F)F)c(F)cc1F,4,13.0,30.0
88,Cc1cc(N)c(N)cc1F,4,30.61,31.0
89,Cc1cc(F)cc(Cl)c1N,3,18.79,20.0
90,Nc1ccc(F)cc1N,3,6.5,30.0
91,Nc1ccc(F)c(F)c1,3,13.47,12.2
92,Nc1ccc(F)c(I)c1,2,19.5,30.0
93,Nc1cc(F)c(F)cc1Br,3,6.5,30.0
94,Nc1ccc(F)c(F)c1F,2,5.2,30.0
95,CNc1ccc(F)c(C)c1,3,33.15,20.0
96,c1ccc(-c2noc([C@@H]3CCCN3)n2)nc1,9,53.3,34.0
97,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I,2,13.0,11.0
98,Nc1c(F)cc(F)cc1Br,2,6.5,30.0
99,N#Cc1cc(F)ccc1N,4,5.53,20.0
100,Nc1c(F)cc(F)cc1Cl,2,5.53,20.0
101,Nc1ccc(F)cc1C1CC1,2,26.49,31.0
102,Nc1ccc(F)c(F)c1Br,2,5.53,20.0
103,NCc1cc(N)ccc1F,5,39.78,34.0
104,Nc1ccc(F)c([N+](=O)[O-])c1,2,15.89,12.2
105,Nc1c(Cl)cc(F)c(Br)c1C(=O)O,4,12.16,20.0
106,Nc1ccc(F)cc1C(=O)O,2,7.74,20.0
107,COc1c(F)ccc(N)c1F,4,30.61,31.0
108,CNc1ccc(F)cc1Cl,3,93.6,24.0
109,Nc1ccc(Oc2ccc(F)cc2)c(Br)c1,2,26.49,31.0
110,C=C(C)C(=O)Nc1cc(NC(=O)C(=C)C)cc(C(=O)O)c1,4,94.04,21.0
111,Cc1c(C(=O)O)sc2ccccc12,1,25.71,10.0
112,N#Cc1cccc(C(=O)O)c1,1,25.71,10.0
113,Nc1ccc(F)c(N)c1,4,7.74,20.0
114,Cc1cc(F)cc(N)c1N,8,84.24,24.0
115,N#Cc1ccc(F)c(C(=O)O)c1,1,7.74,20.0
116,Nc1c(F)cc(F)cc1F,1,25.71,10.0
117,Nc1ccc(F)c(Br)c1N,4,11.7,30.0
118,Cc1cc(N)c(Br)cc1F,2,7.74,20.0
119,Nc1cc(F)ccc1[N+](=O)[O-],3,5.53,20.0
120,Fc1ccc2c(c1)CCN2,3,23.4,30.0
121,Nc1cc(Cl)c(F)cc1Br,3,7.74,20.0
122,NNc1ccc(F)cc1F,4,6.5,30.0
123,Cc1c(F)ccc([N+](=O)[O-])c1N,3,28.83,31.0
124,CCCCC(=O)Nc1cc(NC(=O)CCCC)cc(C(=O)O)c1,2,37.16,17.0
125,NC(=O)c1cc(N)ccc1F,2,37.16,17.0
126,CC(C)Oc1cc(F)ccc1N,3,5.53,20.0
127,O=C(O)c1cc(NC(=O)C2CCCCC2)cc(NC(=O)C2CCCCC2)c1,1,30.79,17.0
128,COc1cc(F)c(Cl)cc1N,3,12.16,20.0
129,COc1cc(N)c(C(=O)O)cc1C#N,1,79.3,30.0
130,O=C(O)c1cc2ccc(F)c(Br)c2s1,1,22.93,31.0
131,CC(=O)Nc1cc(NC(C)=O)c(C)c(C(=O)O)c1,2,34.63,16.9
132,Nc1ccc(F)c(C2CC2)c1,2,26.49,31.0
133,Nc1c(F)cc(F)c(F)c1F,4,35.1,30.0
134,NNc1c(F)c(F)c(F)c(F)c1F,2,11.05,20.0
135,Cc1c(N)ccc(F)c1Cl,1,64.15,26.0
136,O=C(O)c1cc(NC(=O)C(F)(F)F)cc(NC(=O)C(F)(F)F)c1,4,44.84,17.0
137,Nc1cc(F)c(F)c(F)c1Br,1,6.63,20.0
138,Cc1cc(F)c(Cl)cc1N,4,12.16,20.0
139,Cc1cc(N)cc(F)c1F,1,22.93,31.0
140,Cc1cc(F)ccc1N,1,6.83,21.0
141,Nc1ccc(F)cc1Br,4,9.82,16.7
142,Cc1cc(Nc2ccc(S(=O)(=O)Nc3nccs3)cc2)ncn1,1,38.29,22.0
143,Cc1ccc(Oc2ccc(N)cc2)cc1C,2,37.16,17.0
144,COC(=O)c1cc(F)c(F)cc1N,2,6.5,30.0
145,Nc1ccc(F)c(Br)c1O,1,22.93,31.0
146,COc1ccc(Oc2ccc(N)cc2F)cc1,1,26.0,26.0
147,Cc1ccc(Oc2ccc(N)cc2)cc1,2,17.36,30.9
148,NNc1ccc(F)c(Cl)c1,5,15.96,18.9
149,Nc1ccc(F)cc1I,2,6.5,30.0
150,N#Cc1cc(F)cc(Br)c1N,3,6.63,20.0
151,N#Cc1cc(N)cc(C(=O)O)c1,1,22.93,31.0
152,CCNc1ccc(F)cc1N,2,78.0,11.0
153,Nc1c(F)cc(F)c(F)c1I,2,38.68,20.0
154,Nc1c(Br)cc(F)c(Cl)c1F,4,30.61,31.0
155,Nc1c(Br)cc(F)cc1Br,2,6.5,30.0
156,CNc1ccc(F)c(Cl)c1,2,55.12,24.0
157,Cc1cnc2c(S(=O)(=O)Cl)cccc2c1,15,9.1,30.0
158,Nc1ccc(Oc2ccccc2)cc1N,1,30.16,24.0
159,Nc1ccc(Oc2cccc(N)c2)cc1,1,6.63,20.0
160,Nc1cc(Br)c(F)cc1Cl,1,9.95,20.0
161,Nc1cc(F)c(F)c(N)c1F,5,71.5,30.0
162,COc1c(N)ccc(F)c1F,3,28.83,31.0
163,NNc1ccc(F)c(Br)c1,2,46.8,24.0
164,COc1ccccc1Oc1ccc(N)cc1,2,14.3,30.0
165,NNc1ccc(F)cc1,4,5.2,30.0
166,Cc1cc(F)cc([N+](=O)[O-])c1N,2,26.49,31.0
167,Nc1cc(F)c(Br)cc1[N+](=O)[O-],2,27.63,20.0
168,COc1ccc(C(=O)O)cc1C#N,1,21.0,20.0
169,Nc1cc(F)cc(Cl)c1N,3,12.16,20.0
170,Nc1ccc(F)c(Cl)c1,3,11.99,14.4
171,CCNc1ccc(F)cc1,3,11.05,20.0
172,CC(C)C(=O)Nc1cc(NC(=O)C(C)C)cc(C(=O)O)c1,6,50.05,17.0
173,CC=CC=CC(=O)Nc1cc(NC(=O)C=CC=CC)cc(C(=O)O)c1,2,28.2,9.9
174,CCc1cc(F)ccc1N,3,65.2,20.0
175,Nc1cc(F)c(F)cc1O,2,21.0,20.0
176,Nc1ccc(Oc2ccccc2)c(Cl)c1,2,24.31,20.0
177,Cc1ccccc1Oc1ccc(N)cc1C,1,32.05,20.0
178,Cc1ccc2cc(C(=O)O)sc2c1,1,11.7,30.0
179,Cc1cc(Oc2ccc(F)c(F)c2)ccc1N,1,44.2,30.0
180,Nc1c(F)cc(F)c(F)c1[N+](=O)[O-],3,54.08,24.0
181,Cc1cc(F)ccc1NN,4,22.1,20.0
182,Nc1cc(F)c(Cl)cc1N,2,6.63,20.0
183,N#Cc1c(F)cc(Br)c(N)c1F,3,25.42,20.0
184,COC(=O)c1cc(F)cc(Cl)c1N,2,9.95,20.0
185,Nc1ccc(Oc2ccc(C(=O)O)cc2)cc1,1,26.0,26.0
186,NNc1ccc(F)c(F)c1F,1,22.93,31.0
187,NNc1ccc(Oc2ccccc2)cc1,1,38.29,22.0
188,N#Cc1c(Cl)c(F)cc(C(=O)O)c1Cl,1,13.52,24.0
189,CNc1ccc(F)c(F)c1,2,20.8,30.0
190,N#Cc1cc(C(=O)O)ccc1NN,1,61.1,30.0
191,O=C(O)c1cc(NC(=O)C2CCCO2)cc(NC(=O)C2CCCO2)c1,2,37.16,17.0
192,O=C(O)c1cc2cc([N+](=O)[O-])ccc2s1,1,22.93,31.0
193,Cc1cc(Oc2ccc(Br)cc2)ccc1N,2,26.49,31.0
194,COC(=O)c1cc(N)c(C)cc1F,3,56.36,20.0
195,Nc1ccc(Oc2ccc(Cl)cc2Cl)cc1,1,33.54,17.0
196,O=C(O)c1sc2cc(F)ccc2c1Cl,1,15.47,20.0
197,Nc1ccc(F)c(Br)c1F,1,5.2,30.0
198,Nc1ccc(F)c(F)c1O,1,19.5,30.0
199,NC(=O)c1cc(N)ccc1Oc1ccccc1,1,30.79,17.0
200,Cc1c(N)ccc(F)c1F,2,71.93,26.0
201,COc1cc(F)c(F)cc1N,1,22.93,31.0
202,Nc1ccc(F)c(O)c1,2,26.49,31.0
203,N#Cc1cc(C(=O)O)cc(C(=O)O)c1,1,38.29,22.0
204,Nc1ccc(Oc2ccccc2Cl)cc1,1,11.05,34.0
205,Cc1cccc(Oc2ccc(N)cc2)c1,1,26.0,26.0
206,O=C(O)c1cc2cccc(F)c2s1,1,22.93,31.0
207,Nc1ccc(F)c(F)c1Cl,2,11.7,30.0
208,Fc1ccc2c(c1)CCCN2,3,5.53,20.0
209,N#Cc1cc(F)ccc1NN,4,64.35,30.0
210,Nc1c(C(=O)O)sc2cc(F)ccc12,1,22.93,31.0
211,CCOC(=O)c1cc(F)ccc1N,3,5.53,20.0
212,COc1ccc(C#N)cc1C(=O)O,1,38.29,22.0
213,Fc1cc2c(cc1F)NCC2,2,14.3,30.0
214,N#Cc1cc(N)cc(F)c1F,3,35.36,20.0
215,N#Cc1ccc(Oc2ccc(N)cc2)cc1,1,30.79,17.0
216,Nc1cc(O)c(F)cc1F,2,26.49,31.0
217,NC(=O)c1cc(F)ccc1N,1,6.5,30.0
218,Nc1cc(Br)c(F)cc1[N+](=O)[O-],1,9.1,30.0
219,N#Cc1ccc(N)c(C(=O)O)c1,1,27.63,20.0
220,COc1cc(N)c(F)cc1F,1,22.93,31.0
221,Nc1ccc(Oc2ccc(F)cc2)cc1,2,9.1,30.0
222,Nc1cc(Cl)c(F)c(Cl)c1F,1,13.0,30.0
223,CC(=O)Nc1cc(NC(C)=O)cc(C(=O)O)c1,5,45.12,13.1
224,Nc1ccc(F)c(Cl)c1F,2,5.53,20.0
225,Cc1cc(N)c(I)cc1F,2,54.08,24.0
226,CC1CCc2cc(F)ccc2N1,1,14.37,20.0
227,Nc1cc(Br)c(F)cc1O,1,39.0,30.0
228,Nc1ccc(F)c(C(F)F)c1,3,78.46,20.0
229,CC(=O)c1cc(F)ccc1N,1,5.2,30.0
230,Nc1ccc(Oc2ccccc2F)cc1,2,27.69,25.3
231,CNc1cc(Br)c(F)cc1N,1,21.0,20.0
232,Nc1ccc(F)c(F)c1N,3,5.2,30.0
233,COc1cc(N)ccc1F,2,6.5,30.0
234,Nc1c(F)cc(F)c(F)c1Br,2,20.8,24.0
235,CCOc1cc(F)ccc1N,1,80.67,20.0
236,COc1c(N)ccc(F)c1Br,2,26.49,31.0
237,N#Cc1cc(C(=O)O)ccc1N,1,22.1,30.0
238,Cc1cc(F)cc(C)c1N,1,24.31,20.0
239,Cc1cc(F)c(Br)cc1N,1,5.2,30.0
240,Nc1c(C(=O)O)sc2ccccc12,1,22.93,31.0
241,Nc1cc([N+](=O)[O-])ccc1F,2,16.19,11.1
242,Nc1cc(Cl)c(F)cc1Cl,2,17.68,20.0
243,Cc1cc(F)c(C#N)cc1N,1,15.6,30.0
244,N#Cc1ccc(F)c(C(=O)O)c1F,1,22.93,31.0
245,Nc1cc(F)c(F)cc1C(=O)O,2,5.2,30.0
246,Nc1cc(F)c(F)c(F)c1[N+](=O)[O-],1,59.67,20.0
247,Nc1c(Br)cc(F)c(F)c1Br,2,69.62,34.0
248,CCOC(=O)c1cc(N)ccc1F,3,14.3,30.0
249,Nc1c(F)cc(F)cc1I,2,13.26,20.0
250,Nc1ccc(Oc2ccc(Cl)cc2)c(CO)c1,1,22.93,31.0
251,Cc1ccc2c(Cl)c(C(=O)O)sc2c1,1,23.4,30.0
252,Nc1cc(Cl)c(F)cc1F,2,5.53,20.0
253,Nc1ccc(F)c(Cl)c1Cl,2,11.05,20.0
254,Cc1cc(Oc2ccc(N)cc2)ccc1N,1,38.29,22.0
255,Nc1ccc(F)cc1CO,2,9.95,20.0
256,Nc1c(Cl)cc(F)cc1Cl,2,17.91,11.1
257,Nc1cc(F)c(F)c(C(=O)O)c1F,1,25.71,10.0
258,Nc1cc(F)c(F)cc1I,1,18.79,20.0
259,CC1Cc2cc(F)ccc2N1,3,46.41,20.0
260,Nc1ccc(Oc2ccccc2Br)c(F)c1,1,78.0,11.0
261,Nc1c(C(=O)O)sc2ccc(F)cc12,1,22.93,31.0
262,Nc1ccc(Oc2ccc(Br)cc2)cc1,1,30.79,17.0
263,Nc1ccc(Oc2cc(Cl)c(Cl)cc2Cl)cc1,1,30.79,17.0
264,N#Cc1cc(C(=O)O)c(Cl)cc1Cl,1,79.3,30.0
265,O=C(O)c1cc2cc(Br)ccc2s1,1,22.93,31.0
266,Nc1cc(F)c(Br)cc1N,3,15.6,30.0
267,O=C(O)c1sc2cc(Br)ccc2c1Cl,1,26.0,26.0
268,O=C(O)c1cc2cccc(Br)c2s1,1,22.93,31.0
269,N#Cc1cc(C(=O)O)ccc1F,1,7.74,20.0
270,COc1cc(F)c(Br)cc1N,2,22.1,20.0
271,Nc1cc(F)c(F)cc1F,2,16.19,11.1
272,CCOc1ccc(C#N)cc1C(=O)O,1,38.29,22.0
273,N#Cc1cccc(C(=O)O)c1Cl,1,27.63,20.0
274,O=C(O)c1cc2cccc(Cl)c2s1,1,22.93,31.0
275,Nc1cc(Cl)c(F)c(Cl)c1,1,5.2,30.0
276,CNc1ccc(F)cc1,1,9.1,30.0
277,O=C(O)c1cc2c(F)cccc2s1,1,22.93,31.0
278,Nc1ccc(F)c(Br)c1,2,5.53,20.0
279,Nc1ccc(Oc2ccccc2)cc1,1,6.63,20.0
